epoch,error
157,2.538749933242798
158,2.2200000286102295
159,2.1649997234344482
160,2.06499981880188
161,1.9187499284744263
162,2.2024998664855957
163,1.8662500381469727
164,2.0087497234344482
165,2.0249998569488525
166,2.2462499141693115
167,1.872499942779541
168,1.758750081062317
169,1.8574998378753662
170,1.9562499523162842
171,1.9875000715255737
172,2.0774998664855957
173,2.3424999713897705
174,1.8262498378753662
175,1.8549997806549072
176,1.9974998235702515
177,2.5712499618530273
178,2.325000047683716
179,2.1812496185302734
180,2.0899999141693115
181,2.0487499237060547
182,1.8262500762939453
183,2.0487499237060547
184,1.7950000762939453
185,2.1524999141693115
186,2.018749952316284
187,2.0662498474121094
188,2.1474995613098145
189,1.8462499380111694
190,1.7362500429153442
191,2.6987500190734863
192,1.8599998950958252
193,2.0537497997283936
194,2.0487499237060547
195,1.9137499332427979
196,2.208749771118164
197,1.78125
198,1.7400000095367432
199,1.6924998760223389
200,1.790000081062317
201,2.3062498569488525
202,3.5737500190734863
203,3.2587499618530273
204,2.713750123977661
205,2.067500114440918
206,1.7187498807907104
207,2.038749933242798
208,1.8249999284744263
209,1.9387497901916504
210,1.9300000667572021
211,2.112499952316284
212,1.9175001382827759
213,1.6837499141693115
214,1.6750001907348633
215,1.7775001525878906
216,1.6624999046325684
217,1.7799999713897705
218,2.031249761581421
219,1.9800001382827759
220,1.8737497329711914
221,1.8124998807907104
222,2.0087502002716064
223,2.322499990463257
224,2.1387500762939453
225,1.8250000476837158
226,1.7012499570846558
227,1.5512501001358032
228,1.7349998950958252
229,1.6449999809265137
230,2.3187501430511475
231,1.8637499809265137
232,1.5824999809265137
233,1.7225000858306885
234,1.9012500047683716
235,2.1837501525878906
236,2.87749981880188
237,2.086249828338623
238,1.6675001382827759
239,1.7387501001358032
240,1.6950000524520874
241,1.9187499284744263
242,1.8387500047683716
243,1.911250114440918
244,1.8362500667572021
245,2.0174999237060547
246,1.6562498807907104
247,1.7187498807907104
248,2.3087499141693115
249,2.153749942779541
250,1.8674999475479126
251,1.7737499475479126
252,1.5987498760223389
253,1.8862500190734863
254,1.778749942779541
255,2.1037497520446777
256,1.776249885559082
257,1.6724998950958252
258,1.5712499618530273
259,1.6499998569488525
260,1.53249990940094
261,1.6462501287460327
262,1.7662500143051147
263,1.8125
264,1.8549998998641968
265,1.8637499809265137
266,1.997499942779541
267,1.6475000381469727
268,1.5462499856948853
269,1.5824998617172241
270,2.023749828338623
271,1.7087500095367432
272,1.8637499809265137
273,1.6412498950958252
274,1.4862500429153442
275,1.9574999809265137
276,1.62624990940094
277,1.8037500381469727
278,1.5125000476837158
279,1.3799998760223389
280,1.6400001049041748
281,1.50124990940094
282,1.9399999380111694
283,2.2250001430511475
284,1.8737499713897705
285,1.9212499856948853
286,1.7362500429153442
287,2.0637500286102295
288,1.8312499523162842
289,1.570000171661377
290,2.117500066757202
291,2.0274999141693115
292,1.866249918937683
293,1.9512498378753662
294,2.2237496376037598
295,2.461250066757202
296,1.9824997186660767
297,2.067499876022339
298,2.1337499618530273
299,1.5549997091293335
300,1.5649999380111694
301,1.6825000047683716
302,1.850000023841858
303,1.8049999475479126
304,1.6712499856948853
305,1.7612500190734863
306,1.6987501382827759
307,1.9500000476837158
308,1.721250057220459
309,1.751250147819519
310,1.7274999618530273
311,2.069999933242798
312,1.6312499046325684
313,1.712499976158142
314,1.4787498712539673
315,1.9762498140335083
316,2.226249933242798
317,1.7637500762939453
318,1.53125
319,1.5274999141693115
320,1.6024999618530273
321,1.8512498140335083
322,1.5499998331069946
323,1.5612499713897705
324,1.4787501096725464
325,1.5674998760223389
326,1.3837497234344482
327,1.7925000190734863
328,1.5175000429153442
329,1.5712499618530273
330,2.182499885559082
331,1.8650000095367432
332,1.4524999856948853
333,1.5887500047683716
334,1.4637501239776611
335,1.721250057220459
336,1.5525000095367432
337,1.4474998712539673
338,1.589999794960022
339,2.3400001525878906
340,2.1887497901916504
341,1.5425000190734863
342,1.6750000715255737
343,1.6075000762939453
344,1.713749885559082
345,2.252500057220459
346,2.0774998664855957
347,1.4225001335144043
348,1.462499976158142
349,1.8262498378753662
350,1.4824998378753662
351,1.5112500190734863
352,1.5999999046325684
353,1.5625
354,1.477500081062317
355,1.4949997663497925
356,1.556249976158142
357,2.1312499046325684
358,1.722499966621399
359,1.6724998950958252
360,1.8774998188018799
361,1.7374999523162842
362,2.0274996757507324
363,2.0949997901916504
364,1.9812499284744263
365,1.524999976158142
366,2.0924999713897705
367,2.088749885559082
368,1.8675001859664917
369,2.077500104904175
370,1.6349999904632568
371,1.7400000095367432
372,1.6462498903274536
373,1.6412498950958252
374,1.806249737739563
375,1.4287497997283936
376,1.5437499284744263
377,1.4037500619888306
378,1.662500023841858
379,1.7200000286102295
380,1.3762500286102295
381,1.4824998378753662
382,1.6024998426437378
383,1.4912500381469727
384,1.6287497282028198
385,1.4037500619888306
386,1.5137498378753662
387,1.475000023841858
388,1.431249976158142
389,1.6712499856948853
390,1.5137498378753662
391,1.5049999952316284
392,1.5112500190734863
393,1.8975000381469727
394,2.0037498474121094
395,2.09624981880188
396,1.7975000143051147
397,1.652500033378601
398,1.5950000286102295
399,1.6699999570846558
400,1.8687498569488525
401,2.1049997806549072
402,2.370000123977661
403,1.8549998998641968
404,1.5212498903274536
405,1.348750114440918
406,1.5875000953674316
407,1.5062499046325684
408,1.4924999475479126
409,2.2087502479553223
410,1.784999966621399
411,1.5112500190734863
412,1.5375001430511475
413,1.4237500429153442
414,1.5412499904632568
415,1.8237501382827759
416,1.5012500286102295
417,1.556249976158142
418,1.5450000762939453
419,1.4924999475479126
420,1.7362499237060547
421,1.5349998474121094
422,1.6937497854232788
423,1.68874990940094
424,1.5299999713897705
425,1.4200000762939453
426,1.5950000286102295
427,1.4799998998641968
428,1.346250057220459
429,1.3487498760223389
430,1.5000001192092896
431,1.3849999904632568
432,1.6687498092651367
433,2.299999713897705
434,2.5
435,1.9474998712539673
436,1.756250023841858
437,1.528749942779541
438,1.5075000524520874
439,1.5187499523162842
440,1.4100000858306885
441,1.6237499713897705
442,2.0112500190734863
443,1.991249918937683
444,1.6737499237060547
445,1.6737499237060547
446,1.3599998950958252
447,1.659999966621399
448,1.622499942779541
449,1.5449998378753662
450,1.7449997663497925
451,1.7387498617172241
452,1.7312500476837158
453,1.526249885559082
454,1.527500033378601
455,1.3037500381469727
456,1.3849999904632568
457,1.815000057220459
458,1.9212497472763062
459,1.3162500858306885
460,1.4775002002716064
461,1.5987498760223389
462,1.3300000429153442
463,1.4224998950958252
464,1.626250147819519
465,1.4275000095367432
466,1.715000033378601
467,1.4925000667572021
468,1.506250023841858
469,1.4112498760223389
470,1.4049996137619019
471,1.2637500762939453
472,1.847499966621399
473,1.4849998950958252
474,1.494999885559082
475,1.7925000190734863
476,1.4837499856948853
477,1.8024998903274536
478,2.0374999046325684
479,1.535000205039978
480,1.5049999952316284
481,1.623749852180481
482,2.044999837875366
483,1.6812498569488525
484,1.6074998378753662
485,1.4524998664855957
486,1.3950002193450928
487,1.5374999046325684
488,1.3862498998641968
489,1.3049999475479126
490,1.2100000381469727
491,1.4162499904632568
492,1.4249998331069946
493,1.381250023841858
494,1.5424998998641968
495,1.6487499475479126
496,1.494999885559082
497,1.3849999904632568
498,1.25124990940094
499,1.2324998378753662
500,1.7387499809265137
501,1.3274999856948853
502,1.3324999809265137
503,1.6387498378753662
504,1.9549999237060547
505,1.5950000286102295
506,1.4424999952316284
507,1.3312499523162842
508,1.3174998760223389
509,1.366249918937683
510,1.6362500190734863
511,2.174999713897705
512,1.3574998378753662
513,1.21999990940094
514,1.118749976158142
515,1.2649999856948853
516,1.34375
517,1.2049999237060547
518,1.2412500381469727
519,1.2049998044967651
520,1.1749998331069946
521,1.6724998950958252
522,1.3824999332427979
523,1.1674997806549072
524,1.2037498950958252
525,1.116249918937683
526,1.0312501192092896
527,0.9900000095367432
528,1.3212499618530273
529,1.277499794960022
530,1.0024999380111694
531,1.0362499952316284
532,1.0924999713897705
533,1.0349998474121094
534,1.0774999856948853
535,1.0362499952316284
536,0.8562499284744263
537,0.9462500810623169
538,0.8362500071525574
539,0.9162499308586121
540,0.8924999833106995
541,0.8862499594688416
542,0.9474998712539673
543,1.03125
544,1.0362498760223389
545,1.2024999856948853
546,1.034999966621399
547,1.0262500047683716
548,0.8237499594688416
549,0.84375
550,1.0899999141693115
551,0.9474999308586121
552,1.0812499523162842
553,1.2987499237060547
554,1.1212499141693115
555,1.1112500429153442
556,1.0099999904632568
557,1.003749966621399
558,1.0499999523162842
559,0.8612499237060547
560,0.7274999618530273
561,0.7974998950958252
562,0.7712500691413879
563,0.8049999475479126
564,0.925000011920929
565,0.7662500143051147
566,0.8124998807907104
567,0.7437499165534973
568,0.6937500238418579
569,0.6862499713897705
570,0.7299999594688416
571,0.7549999356269836
572,0.815000057220459
573,1.0412499904632568
574,0.8937500715255737
575,0.9637499451637268
576,0.8512499928474426
577,1.4287500381469727
578,0.8550000190734863
579,0.8062499761581421
580,0.8412500023841858
581,0.6937499642372131
582,0.7249999642372131
583,1.0387499332427979
584,1.053749918937683
585,0.7150000929832458
586,0.699999988079071
587,0.669999897480011
588,0.5899999737739563
589,0.6525000333786011
590,0.6312499046325684
591,0.7125000357627869
592,0.7112499475479126
593,0.7912499904632568
594,0.7412500381469727
595,0.8774999976158142
596,0.6887499690055847
597,0.65625
598,0.7300000190734863
599,0.7262500524520874
600,1.0199999809265137
601,0.8125
602,0.7612500190734863
603,0.7587499618530273
604,0.7350000143051147
605,0.7737500071525574
606,0.856249988079071
607,0.8424999117851257
608,1.1424999237060547
609,1.0499999523162842
610,0.7424999475479126
611,0.6637499928474426
612,0.6837500333786011
613,0.6424999237060547
614,0.7262499332427979
615,0.7062498927116394
616,0.7137499451637268
617,0.7487499713897705
618,0.6912499666213989
619,0.6799999475479126
620,0.8999999761581421
621,0.8499999642372131
622,0.8512499928474426
623,0.8687499761581421
624,0.8749999403953552
625,1.0087499618530273
626,0.800000011920929
627,0.8837499022483826
628,1.0487500429153442
629,0.8624998927116394
630,0.8200000524520874
631,1.0687499046325684
632,1.1712499856948853
633,0.9600000381469727
634,0.6649999618530273
635,0.713749885559082
636,0.6537500023841858
637,0.625
638,0.6449999809265137
639,0.7099999785423279
640,1.0724999904632568
641,1.123749852180481
642,0.8550000190734863
643,0.7512500882148743
644,0.7224999666213989
645,0.6699999570846558
646,0.6550000309944153
647,0.6025000214576721
648,0.6374999284744263
649,0.7674999833106995
650,0.5912500619888306
651,0.7149999737739563
652,0.6937499642372131
653,0.8012500405311584
654,0.668749988079071
655,0.6662499904632568
656,0.9299999475479126
657,0.7662500143051147
658,0.6875
659,0.6274999380111694
660,0.6199999451637268
661,0.6262499690055847
662,0.6599999070167542
663,0.6649999618530273
664,0.6312499642372131
665,0.7687499523162842
666,0.73375004529953
667,0.9950000047683716
668,0.9337499737739563
669,0.9874999523162842
670,0.7049999833106995
671,0.6737499833106995
672,0.6812499761581421
673,0.6725000143051147
674,0.5949999690055847
675,0.6037499308586121
676,0.7287499904632568
677,0.6912499070167542
678,0.6350000500679016
679,0.731249988079071
680,0.6337500214576721
681,0.59375
682,0.8675000071525574
683,0.8812499642372131
684,0.8374999761581421
685,0.7462499737739563
686,0.7249999642372131
687,0.59375
688,0.7512499690055847
689,0.8024998903274536
690,0.8812499642372131
691,0.6362499594688416
692,0.65625
693,0.7387499213218689
694,0.6100000143051147
695,0.6162500381469727
696,0.637499988079071
697,0.6862500905990601
698,0.57874995470047
699,0.6324999928474426
700,0.7687499523162842
701,0.8737499713897705
702,0.6787499189376831
703,0.6287499666213989
704,0.6025000214576721
705,0.6799999475479126
706,0.721250057220459
707,0.7037500143051147
708,0.7575000524520874
709,0.9612499475479126
710,0.6825000643730164
711,0.6312499642372131
712,0.6662499904632568
713,0.6025000810623169
714,0.6487500071525574
715,0.606249988079071
716,0.6524999737739563
717,0.6825000047683716
718,0.6899999976158142
719,0.76624995470047
720,0.9162499308586121
721,0.9749999642372131
722,0.7362499833106995
723,0.6212499737739563
724,0.6349999308586121
725,0.6637499928474426
726,0.5737500190734863
727,0.7050000429153442
728,0.6837499737739563
729,0.8012499809265137
730,0.7100000381469727
731,0.6674999594688416
732,0.5549999475479126
733,0.70250004529953
734,0.7574999332427979
735,0.7674999237060547
736,0.7212499380111694
737,0.7049999237060547
738,0.6100000143051147
739,0.7137499451637268
740,0.5737498998641968
741,0.625
742,0.6287500262260437
743,0.6287499070167542
744,0.6862499713897705
745,0.7549999952316284
746,0.8337499499320984
747,0.7600000500679016
748,0.6262499690055847
749,0.71875
750,0.6324999332427979
751,0.7300000190734863
752,0.6612499952316284
753,1.1362500190734863
754,1.1462498903274536
755,0.7837499976158142
756,0.59375
757,0.5249999761581421
758,0.5762500166893005
759,0.6187499761581421
760,0.7649999856948853
761,0.8162499666213989
762,0.8075000047683716
763,0.6112500429153442
764,0.5962499976158142
765,0.60999995470047
766,0.9225000143051147
767,1.006250023841858
768,0.8299999833106995
769,0.625
770,0.6662499904632568
771,0.5299999713897705
772,0.5874999761581421
773,0.67125004529953
774,0.8462499976158142
775,0.8387500047683716
776,0.6775000095367432
777,0.7262499332427979
778,0.6299999356269836
779,0.6074999570846558
780,0.6150000095367432
781,0.5662500262260437
782,0.5625
783,0.73499995470047
784,0.6912499666213989
785,0.6800000071525574
786,0.6150000095367432
787,0.7312499284744263
788,0.7175000309944153
789,0.7100000381469727
790,0.6337499618530273
791,0.6087499260902405
792,0.6337499618530273
793,0.6412500143051147
794,0.5912500023841858
795,0.7675000429153442
796,0.7737500071525574
797,0.6599999666213989
798,0.6474999785423279
799,0.5625
800,0.668749988079071
801,0.7062499523162842
802,0.6050000190734863
803,0.71875
804,0.7087499499320984
805,0.5949999690055847
806,0.5762499570846558
807,0.6175000071525574
808,0.57874995470047
809,0.6049999594688416
810,0.6149999499320984
811,0.5062500238418579
812,0.6437499523162842
813,0.9424999356269836
814,0.7849999666213989
815,0.5762499570846558
816,0.5637499094009399
817,0.6062500476837158
818,0.71875
819,0.6612499952316284
820,0.6187500357627869
821,0.8062499761581421
822,0.6599999070167542
823,0.8149999976158142
824,0.7012500166893005
825,0.5600000023841858
826,0.5850000381469727
827,0.5512499809265137
828,0.5212499499320984
829,0.6162500381469727
830,0.5224999189376831
831,0.559999942779541
832,0.7699999809265137
833,0.7362500429153442
834,0.543749988079071
835,0.5662499666213989
836,0.4787500202655792
837,0.5424999594688416
838,0.5412499904632568
839,0.5387499928474426
840,0.7087500095367432
841,0.6037499904632568
842,0.7412500381469727
843,0.65625
844,0.7924999594688416
845,0.6675000190734863
846,0.5787500143051147
847,0.5249999761581421
848,0.5874999761581421
849,0.6012499332427979
850,0.5137499570846558
851,0.533750057220459
852,0.5637499690055847
853,0.5900000333786011
854,0.5874999761581421
855,0.5537499785423279
856,0.6187499761581421
857,0.8474999070167542
858,0.8262499570846558
859,0.8149999380111694
860,0.7624999284744263
861,0.5812499523162842
862,0.45750001072883606
863,0.6112500429153442
864,0.7900000214576721
865,0.6237500309944153
866,0.6324999928474426
867,0.5512499809265137
868,0.5399999618530273
869,0.4974999725818634
870,0.48500001430511475
871,0.6274999976158142
872,0.5824999809265137
873,0.5887499451637268
874,0.6074999570846558
875,0.5512499809265137
876,0.45750001072883606
877,0.44749999046325684
878,0.5112499594688416
879,0.6012499928474426
880,0.543749988079071
881,0.6524999737739563
882,0.7799999713897705
883,0.5087499022483826
884,0.4975000321865082
885,0.5387499928474426
886,0.5337499976158142
887,0.5824999809265137
888,0.5275000333786011
889,0.4350000321865082
890,0.4950000047683716
891,0.48875001072883606
892,0.39375001192092896
893,0.4025000035762787
894,0.375
895,0.445000022649765
896,0.4087499976158142
897,0.42250001430511475
898,0.35499998927116394
899,0.4137499928474426
900,0.44749996066093445
901,0.4299999475479126
902,0.41875001788139343
903,0.42750000953674316
904,0.5225000381469727
905,0.4124999940395355
906,0.5062499642372131
907,0.38874998688697815
908,0.4037500023841858
909,0.4649999737739563
910,0.351250022649765
911,0.4350000023841858
912,0.59375
913,0.5799999237060547
914,0.48124998807907104
915,0.5699999928474426
916,0.6112499833106995
917,0.7149999737739563
918,0.6975000500679016
919,0.3749999701976776
920,0.38625001907348633
921,0.39249998331069946
922,0.45374998450279236
923,0.39374998211860657
924,0.3850000202655792
925,0.39000001549720764
926,0.7037500143051147
927,0.8337500095367432
928,0.5774999856948853
929,0.3812500238418579
930,0.351250022649765
931,0.42500001192092896
932,0.48124995827674866
933,0.38124996423721313
934,0.42124998569488525
935,0.4287499785423279
936,0.3799999952316284
937,0.41999998688697815
938,0.4350000023841858
939,0.3675000071525574
940,0.36250001192092896
941,0.4899999797344208
942,0.36500000953674316
943,0.48874998092651367
944,0.574999988079071
945,0.41999998688697815
946,0.39374998211860657
947,0.336249977350235
948,0.39500004053115845
949,0.3512499928474426
950,0.31999996304512024
951,0.3837500214576721
952,0.38749998807907104
953,0.45375001430511475
954,0.3537500202655792
955,0.5125000476837158
956,0.6175000071525574
957,0.5387499928474426
958,0.35999998450279236
959,0.5612500309944153
960,0.5487499833106995
961,0.3149999678134918
962,0.3974999785423279
963,0.45125001668930054
964,0.3400000035762787
965,0.4099999964237213
966,0.47999998927116394
967,0.6087499260902405
968,0.800000011920929
969,0.3787499964237213
970,0.28125
971,0.36374998092651367
972,0.5512499213218689
973,0.5375000238418579
974,0.4650000333786011
975,0.32499998807907104
976,0.47749996185302734
977,0.36374998092651367
978,0.33124998211860657
979,0.38374999165534973
980,0.4999999701976776
981,0.4937499761581421
982,0.35750001668930054
983,0.3174999952316284
984,0.38124996423721313
985,0.44624999165534973
986,0.38374999165534973
987,0.7287499904632568
988,0.6274999976158142
989,0.42124998569488525
990,0.3075000047683716
991,0.28874996304512024
992,0.8062499761581421
993,0.6212499737739563
994,0.5975000858306885
995,0.39625003933906555
996,0.3024999499320984
997,0.2762499451637268
998,0.2800000309944153
999,0.3399999737739563
1000,0.3812499940395355
