epoch,loss
0,0.6614411324262619
1,0.3577731056138873
2,0.14303357619792223
3,0.09918530937284231
4,0.09598449757322669
5,0.0945519944652915
6,0.09274900751188397
7,0.08874485595151782
8,0.0786923854611814
9,0.06591256521642208
10,0.060988252982497215
11,0.057808918645605445
12,0.05543096363544464
13,0.05421185540035367
14,0.05232952837832272
15,0.049962388118728995
16,0.048501584911718965
17,0.04727070848457515
18,0.04611116845626384
19,0.045407459838315845
20,0.0450289542786777
21,0.04425933421589434
22,0.04406791110523045
23,0.0439507249975577
24,0.043711188016459346
25,0.04336893162690103
26,0.043125770054757595
27,0.043132952065207064
28,0.04323017178103328
29,0.042978362762369215
30,0.04260081727989018
31,0.04253756033722311
32,0.04259395529516041
33,0.042333574034273624
34,0.042342300061136484
35,0.042618252453394234
36,0.04203793383203447
37,0.041917829774320126
38,0.041744531597942114
39,0.04172045143786818
40,0.04164841922465712
41,0.04153490229509771
42,0.041203072061762214
43,0.041238178266212344
44,0.04150879639200866
45,0.04049601289443672
46,0.04035788692999631
47,0.040099545498378575
48,0.04017557832412422
49,0.03962151543237269
50,0.039180435123853385
51,0.03885062783956528
52,0.038268352509476244
53,0.03677832707762718
54,0.037366376258432865
55,0.036221413291059434
56,0.035245055332779884
57,0.03410515945870429
58,0.03215191268827766
59,0.028518338920548558
60,0.025955268181860447
61,0.027182039455510676
62,0.02420390141196549
63,0.02324302715715021
64,0.02379600564017892
65,0.025136136100627482
66,0.022277157520875335
67,0.020698616339359432
68,0.021820997295435518
69,0.020046209334395826
70,0.020145591348409653
71,0.01982314611086622
72,0.02089171891566366
73,0.019686735002323985
74,0.01921226887498051
75,0.02064119087299332
76,0.019141900760587305
77,0.018735682882834226
78,0.01929848379222676
79,0.01999892632011324
80,0.019251205085311085
81,0.01920844381675124
82,0.018837482144590467
83,0.019237258995417506
84,0.019153953180648386
85,0.020057484798599035
86,0.019240596564486623
87,0.017118384304922074
88,0.017225252755451947
89,0.017156069166958332
90,0.01728876237757504
91,0.017609318543691188
92,0.017541775887366384
93,0.01925241929711774
94,0.01868536078836769
95,0.017680412507615983
96,0.016723001783248037
97,0.016522445308510214
98,0.0161972917849198
99,0.016842037672176957
100,0.016602563380729407
101,0.017213187064044178
102,0.015963192854542285
103,0.0161084983847104
104,0.01534876594087109
105,0.016561520751565695
106,0.01716298353858292
107,0.015780875575728714
108,0.015728226047940552
109,0.015004837128799409
110,0.015262047643773258
111,0.014775626070331782
112,0.0152609798242338
113,0.015768883167766035
114,0.016158273967448622
115,0.015620666788890958
116,0.015604989777784795
117,0.014339822169858962
118,0.014568822691217065
119,0.015210609999485314
120,0.01538443670142442
121,0.01440748811000958
122,0.015090621542185545
123,0.016889799910131842
124,0.01767276570899412
125,0.015022995474282652
126,0.01543107902398333
127,0.014487649023067206
128,0.013940093806013465
129,0.015127423976082355
130,0.01383492723107338
131,0.014866973215248436
132,0.013950921944342554
133,0.015303284919355065
134,0.01376583002274856
135,0.014171510934829712
136,0.01308589125983417
137,0.014048320532310754
138,0.015878593490924686
139,0.013551756215747446
140,0.012979358027223498
141,0.013081991986837238
142,0.013793466379866004
143,0.01285012305015698
144,0.012730181071674451
145,0.012633004749659449
146,0.012703944812528789
147,0.013305604865308851
148,0.015708659717347473
149,0.014901432732585818
150,0.013302248233230785
151,0.015394753077998757
152,0.014843583048786968
153,0.015974567679222673
154,0.013745454023592174
155,0.014527415740303695
156,0.014185254694893956
157,0.0147526721120812
158,0.013672822678927332
159,0.013173953688237816
160,0.012996320467209443
161,0.012829981511458755
162,0.013692206353880465
163,0.012537398230051622
164,0.012678886414505541
165,0.013511717435903847
166,0.01361614279448986
167,0.012394018471240997
168,0.011954930610954762
169,0.012105457892175764
170,0.012611643003765494
171,0.012559653056086972
172,0.013044340186752379
173,0.014346779440529644
174,0.012202730809804052
175,0.01241823032614775
176,0.01263649231987074
177,0.014784604543820024
178,0.01398904324742034
179,0.014189890993293375
180,0.013177539105527103
181,0.01289935625391081
182,0.013275427860207856
183,0.012946185190230608
184,0.012041376961860806
185,0.01279000414069742
186,0.0130308261141181
187,0.01309543417301029
188,0.012981131876586005
189,0.012230246880790219
190,0.01167888700729236
191,0.014612145896535367
192,0.01213435671525076
193,0.012659831525525078
194,0.012895065185148269
195,0.012695935962256044
196,0.013411074527539313
197,0.01188956605619751
198,0.011642850760836154
199,0.011468908196548
200,0.012014424486551434
201,0.013632524263812229
202,0.019635263946838677
203,0.01776617468567565
204,0.015303713968023658
205,0.01331137673696503
206,0.011718291352735832
207,0.01272885175421834
208,0.012183921469841152
209,0.01229439742746763
210,0.012513657507952303
211,0.013065379462204874
212,0.012182152655441314
213,0.011249124392634258
214,0.011588518565986305
215,0.011864486616104841
216,0.011300409358227625
217,0.011898859695065767
218,0.012762635829858482
219,0.012638905958738178
220,0.012044264702126384
221,0.012159212841652334
222,0.012759613047819585
223,0.013945503655122593
224,0.012873061990831047
225,0.012421219609677792
226,0.011972361971857026
227,0.010850960650714114
228,0.011569965456146747
229,0.011758376902434975
230,0.013895331241656095
231,0.012062580935889855
232,0.01098600318073295
233,0.011326105799525976
234,0.012271342246094719
235,0.013172861363273114
236,0.0161266399663873
237,0.012811438471544534
238,0.011750860721804202
239,0.011397339345421642
240,0.011249088391195983
241,0.011960255884332582
242,0.01163617050042376
243,0.012076676124706864
244,0.01147317563300021
245,0.012402588734403253
246,0.01120214187540114
247,0.011624043865595013
248,0.013789577118586749
249,0.013062659534625709
250,0.011775538034271449
251,0.01153700749273412
252,0.010849584068637341
253,0.012289753009099513
254,0.011707320576533675
255,0.012557786423712969
256,0.011792928184149787
257,0.010924349364358932
258,0.010583661904092878
259,0.01074466112186201
260,0.010961695690639317
261,0.010786111961351708
262,0.011522001150297001
263,0.011969716753810644
264,0.011949688050663099
265,0.011996189394267276
266,0.012203552556456998
267,0.011127268546260893
268,0.010549898550380021
269,0.010679624450858682
270,0.012849147140514106
271,0.012110565876355395
272,0.01210123166674748
273,0.010952773038297892
274,0.011181435285834596
275,0.012189545319415629
276,0.011802857130533084
277,0.01156001427443698
278,0.010369291761890054
279,0.010107610432896763
280,0.011185257928445935
281,0.010380534804426134
282,0.012268214573850855
283,0.013201267458498478
284,0.012396221078233793
285,0.01209714001743123
286,0.011372313922038302
287,0.01252209726953879
288,0.011509156815009192
289,0.01099910362972878
290,0.012331936857663095
291,0.012260917748790234
292,0.011861620529089123
293,0.011901579884579405
294,0.013763341994490474
295,0.014264867000747472
296,0.012514974107034504
297,0.012789967411663383
298,0.012617801374290138
299,0.010695634031435475
300,0.010823039396200329
301,0.011248027178226039
302,0.012041378649882972
303,0.011744185001589358
304,0.011088718369137496
305,0.011196147126611322
306,0.011250577750615776
307,0.012112709402572364
308,0.011424500407883897
309,0.011032725597033277
310,0.011493516300106421
311,0.012540100287878886
312,0.011414207692723721
313,0.010666731192031875
314,0.010273745632730424
315,0.012133436364820227
316,0.013150181534001604
317,0.011451138590928167
318,0.0106252238037996
319,0.010364578367443755
320,0.010825147299328819
321,0.011952734261285514
322,0.010777353978483006
323,0.010361450287746266
324,0.01002787402831018
325,0.010595582018140703
326,0.009883689024718478
327,0.01138426986290142
328,0.010691869567381218
329,0.011929981963476166
330,0.013046032370766625
331,0.012162598373834044
332,0.010609616234432906
333,0.010645757050951943
334,0.010141569742700085
335,0.011028674809494987
336,0.010584057017695159
337,0.009977185138268396
338,0.012110322451917455
339,0.014172736060572788
340,0.013209493074100465
341,0.011348715866915882
342,0.010770163644338027
343,0.01064667321043089
344,0.011324369756039232
345,0.013683359196875244
346,0.01253780844854191
347,0.010081532382173464
348,0.010097046848386526
349,0.011280792707111686
350,0.01021908430266194
351,0.010384273307863623
352,0.01099310233257711
353,0.010207121697021648
354,0.010140847327420488
355,0.010096629936015233
356,0.011054526636144146
357,0.012900452100438997
358,0.011406466306652874
359,0.010977605154039338
360,0.011569720780244097
361,0.011284694250207394
362,0.012220748438267037
363,0.013895442767534405
364,0.012119874532800168
365,0.010624289338011295
366,0.013045976142166182
367,0.012604409479536116
368,0.012193157308502123
369,0.012251776206539944
370,0.01143840595614165
371,0.011255563935264945
372,0.010588487552013248
373,0.010509320243727416
374,0.011623896047240123
375,0.0103511021588929
376,0.01065484163700603
377,0.010392989177489653
378,0.010881053371122107
379,0.01094901212491095
380,0.010154927062103525
381,0.009919516334775835
382,0.010354460246162489
383,0.010244377801427618
384,0.010844069591257721
385,0.009885024017421529
386,0.010439807578222826
387,0.009896519361063838
388,0.009953638451406732
389,0.011182684393133968
390,0.0102900548663456
391,0.010142234503291547
392,0.010494839487364516
393,0.012236218433827162
394,0.012322228634729981
395,0.012534413224784657
396,0.011319553770590574
397,0.011018082615919411
398,0.010509473038837314
399,0.010644556838087738
400,0.011576785618672147
401,0.012748126231599599
402,0.01367428625235334
403,0.011748368560802191
404,0.010288450721418485
405,0.009196955419611186
406,0.01085215198691003
407,0.010687644651625305
408,0.011035770090529695
409,0.013129279192071408
410,0.011617822339758277
411,0.010007938166381791
412,0.010260663868393749
413,0.009441164002055302
414,0.010548590740654618
415,0.01156217569950968
416,0.01000076616765
417,0.010565191769273952
418,0.010287517186952755
419,0.009758902830071747
420,0.011210541822947562
421,0.010092917771544307
422,0.010974279866786674
423,0.011154958774568513
424,0.010037183848908171
425,0.009532998141366988
426,0.010949049988994375
427,0.010128101566806436
428,0.009499225183390081
429,0.009598385920980945
430,0.009790648095076904
431,0.009395134838996455
432,0.010634157486492768
433,0.01369035622337833
434,0.014300397539045662
435,0.011511535558383912
436,0.011142906063469127
437,0.010067921102745458
438,0.010044236783869565
439,0.009751900943228975
440,0.009916824288666248
441,0.010919600928900763
442,0.012201113277114928
443,0.0122355708735995
444,0.010556706023635343
445,0.010505355283385143
446,0.00962767461896874
447,0.01070356194395572
448,0.010601803107419983
449,0.010027519048890099
450,0.011386258353013545
451,0.011062117177061737
452,0.010766519553726539
453,0.010311469464795664
454,0.010034981445642188
455,0.00921348386327736
456,0.009650087537011132
457,0.011610475106863305
458,0.01164325317949988
459,0.009659376286435872
460,0.010141841456061229
461,0.010194006492383778
462,0.009215770289301872
463,0.009707517427159473
464,0.010159187251701951
465,0.009619226737413555
466,0.01069911808008328
467,0.009584218845702708
468,0.010084729292429984
469,0.00974038417916745
470,0.00932466855738312
471,0.009223984990967438
472,0.011250094801653177
473,0.009889774286421016
474,0.010216120805125684
475,0.010977746278513223
476,0.010093842603964731
477,0.011049598193494603
478,0.01193458930356428
479,0.009902344027068466
480,0.010295981803210452
481,0.010670898598618805
482,0.012194089707918465
483,0.010587908094748855
484,0.009813097916776314
485,0.009809202660107985
486,0.009751404781127349
487,0.009795433084946126
488,0.00942997372476384
489,0.008637672406621277
490,0.008328094554599375
491,0.009133285784628242
492,0.009214194171363488
493,0.009141281014308333
494,0.00983065928448923
495,0.010401912441011518
496,0.009334980422863737
497,0.008755076385568827
498,0.008164758182829246
499,0.008228935010265559
500,0.010485445352969691
501,0.008814537257421762
502,0.008515529014403
503,0.010706919332733378
504,0.011662380187772214
505,0.009674492757767439
506,0.0087125658756122
507,0.008173839625669643
508,0.008086002722848207
509,0.008355901547474787
510,0.009786759037524462
511,0.01192087325034663
512,0.008541599148884416
513,0.007653100561583415
514,0.007380571565590799
515,0.007767449482344091
516,0.008469531429000199
517,0.007466005336027592
518,0.007338386698393151
519,0.007518269005231559
520,0.0070844541769474745
521,0.009238165657734498
522,0.007923614262836054
523,0.006871479970868677
524,0.007393278734525666
525,0.0068879394384566694
526,0.006359959836117923
527,0.006559749599546194
528,0.007557103497674689
529,0.007554478710517287
530,0.006201116630109027
531,0.00615472775825765
532,0.006327760056592524
533,0.006276635598624125
534,0.0063414304167963564
535,0.006062855638447218
536,0.0055014459358062595
537,0.005576760304393247
538,0.005462679153424688
539,0.005767717957496643
540,0.005535461285035126
541,0.005527527013327926
542,0.00571899933856912
543,0.0062860535545041785
544,0.006071792566217482
545,0.007091378472978249
546,0.006108550791395828
547,0.0059470842679729685
548,0.005011510264012031
549,0.005193169112317264
550,0.006262835580855608
551,0.005547225271584466
552,0.006129438348580152
553,0.007385899487417191
554,0.006366485700709745
555,0.006395878503099084
556,0.005706576630473137
557,0.005758096915087663
558,0.0059180706448387355
559,0.0050526078848633915
560,0.00464156897214707
561,0.0047750235826242715
562,0.004591875054757111
563,0.004775103967403993
564,0.005265493207843974
565,0.004604460496921092
566,0.004773240638314746
567,0.004527084456640296
568,0.004312062701501418
569,0.004305568611016497
570,0.0044579602690646425
571,0.0044461105280788615
572,0.004780971692525782
573,0.00576071506657172
574,0.005053125583799556
575,0.005221970393904485
576,0.004775633758981712
577,0.008683553664013743
578,0.005113246064865962
579,0.00480236169823911
580,0.004792951978743076
581,0.004226391320116818
582,0.0042299618071410805
583,0.0058230292197549716
584,0.006227465637493879
585,0.004355725264758803
586,0.004208141268463805
587,0.00416459895495791
588,0.003947623321437277
589,0.00399106671102345
590,0.0039335365727311
591,0.004176311253104359
592,0.004296897313906811
593,0.0046284749114420265
594,0.0043077864102087915
595,0.004939110338455066
596,0.004073979609529488
597,0.003981644185842015
598,0.004191332453046925
599,0.004334606303018518
600,0.006088272930355743
601,0.0046948125527706
602,0.004400460093165748
603,0.004547355114482343
604,0.0043322223064024
605,0.004651882787584327
606,0.004988257627701387
607,0.004958353893016465
608,0.006900786145706661
609,0.006025261216564104
610,0.0044300884765107185
611,0.004002836387371644
612,0.004040500745759346
613,0.003912234926247038
614,0.004130549699766561
615,0.004049180977744982
616,0.0041066773410420865
617,0.004329432413214818
618,0.004045959081850015
619,0.004003967856988311
620,0.005192286625970155
621,0.00480070810590405
622,0.004897549748420715
623,0.0048397281498182565
624,0.004888579816906713
625,0.005775392084615305
626,0.004642988234991208
627,0.005119128589285538
628,0.006038798135705292
629,0.004902382075670175
630,0.0048617948341416195
631,0.006186780810821801
632,0.006629584255279042
633,0.005364061493310146
634,0.004070907292771153
635,0.004137557407375425
636,0.00390344338666182
637,0.0038124479760881513
638,0.003882197372149676
639,0.004021467233542353
640,0.006419059354811907
641,0.006530528233270161
642,0.004736462884466164
643,0.004344831279013306
644,0.00414344207092654
645,0.003923598909750581
646,0.0039894428628031164
647,0.0036996726121287793
648,0.00386537000304088
649,0.004355035503976978
650,0.003724102512933314
651,0.004122220736462623
652,0.00399556930642575
653,0.00462062528822571
654,0.0038709491054760292
655,0.003909035236574709
656,0.005231645176536404
657,0.004486015546717681
658,0.004042956818011589
659,0.0037132011202629656
660,0.0037304534125723876
661,0.0038072926981840283
662,0.003914683416951448
663,0.003927577650756575
664,0.0037896036956226453
